Interprete,Codigo,Nome,Trecho,Idioma,Catalogo
Teodoro e Sampaio,1290,HOMEM QUE BATE EM MULHER,Homem que bate em mulher covarde é,BRA,RAF
Chico Buarque,1291,HOMENAGEM AO MALANDRO,Eu fui fazer um samba em homenagem,BRA,RAF
Jorge Vercilo,1292,INVISÍVEL,Quando passou aqui você me...,BRA,RAF
Cidade Negra,1293,JOHNNY B. GOOD,Lá no meio da baixada um gueto do,BRA,RAF
Erasmo Carlos,1294,LERO LERO,Meu bem faz tantas luas que eu espero,BRA,RAF
Silvio César,1295,LEVANTE OS OLHOS,Levante os olhos olhe de frente pra ela,BRA,RAF
Chico Buarque-Miúcha-Tom Jobim,1296,MANINHA,Se lembra da fogueira se lembra dos balões,BRA,RAF
Adriana Calcanhoto,1297,MARESIA,Meu amor me deixou levou minha,BRA,RAF
Lenine,1298,MERO DETALHE,Não faz a menor diferença...,BRA,RAF
Sérgio Reis,1299,MEU CAVALO ZAINO,Eu tenho um cavalo zaino que na raia é,BRA,RAF
Banda Djavú,1300,NÃO DESLIGA O TELEFONE,Amor por favor não desliga o telefone,BRA,RAF
Dick Farney,1301,NICK BAR,Foi neste bar pequenino onde encontre,BRA,RAF
Leila Pinheiro,1302,NUA IDÉIA,Lua cheia ilumina minha...,BRA,RAF
Erasmo Carlos,1303,O CADERNINHO,Eu queria ser o seu caderninho,BRA,RAF
Roberto Leal,1304,O IMIGRANTE,Tantos sonhos são desfeitos,BRA,RAF
Zé Ramalho,1305,O VENTO VAI RESPONDER,Quantos caminhos se tem que andar,BRA,RAF
Detonautas,1306,OLHOS CERTOS,Tento te encontrar tanto pra dizer meu amor,BRA,RAF
Zezé Di Camargo e Luciano,1307,PRA SEMPRE,Vai... longe muito longe vai nem me diz pra,BRA,RAF
Eduardo Costa,1308,PRIMEIRO DE ABRIL,Se eu bebi não foi por causa de você,BRA,RAF
João Bosco,1309,QUANDO O AMOR ACONTECE,Coração sem perdão diga fale...,BRA,RAF
Leny Andrade,1310,RIO,Rio que mora no mar sorrio pro meu Rio,BRA,RAF
Cassiano,1311,SALVE ESSA FLOR,De um jardim sem cor nasce uma flor,BRA,RAF
Peri Ribeiro,1312,SAMBA DO AVIÃO,Minha alma canta vejo o Rio de Janeiro,BRA,RAF
Nenhum de Nós,1313,SANTA FELICIDADE,Traga sua alegria e mude minha vida,BRA,RAF
Maria Gadú,1314,SHIMBALAIÊ,Shimbalaiê quando vejo o sol beijando,BRA,RAF
Falamansa,1315,TEMPO DE PAZ,Tudo que eu te desejo é sorte nessa,BRA,RAF
Pe. Fábio de Mello,1316,TUDO POSSO,Posso tudo posso naquele que me fortalece,BRA,RAF
Dorival Caymmi,1317,VATAPÁ,Quem quiser vatapá ô que procure fazer,BRA,RAF
Ataíde e Alexandre,1318,VOCÊ MARCOU PRA MIM,Quando eu acordei pela...,BRA,RAF
Márcio Greyck,1319,VOCÊ VEIO,Você veio pra mudar a minha história,BRA,RAF
Elis Regina,1320,VOU DEITAR E ROLAR,Não venha querer se consolar,BRA,RAF
Zé Rodrix,1321,ABAIXO A CUECA,Homens chegou o momento da luta,BRA,RAF
Armandinho,1322,BABILÔNIA ME CHAMA,Babilônia me chama e eu quero ficar,BRA,RAF
Belchior,1323,COMENTÁRIOS A RESPEITO DE JOHN,Saia do meu caminho eu prefiro andar,BRA,RAF
Cláudio Zoli,1324,FLOR DO FUTURO,Tudo bem estava inseguro pra lhe dar,BRA,RAF
Ivete Sangalo,1325,NA BASE DO BEIJO,Quando eu te pegar você vai...,BRA,RAF
Hyldon,1326,NA SOMBRA DE UMA ÁRVORE,Larga de ser boba e vem...,BRA,RAF
Milionário e José Rico,1327,NENHUMA ESPERANÇA,Você tem meu endereço você tem meu,BRA,RAF
Banda Cheiro de Amor,1328,PENSE EM MIM,Inspiração dos meus sonhos,BRA,RAF
César Menotti e Fabiano,1329,TARDE DEMAIS,Só tem um jeito de você me entender,BRA,RAF
Jorge e Mateus,1330,VOA BEIJA FLOR,Você não sabe o que é amor...,BRA,RAF
Chitãozinho e Xororó,1331,AI MARIA,Ai Maria me faltou ar de emoção,BRA,RAF
Raça Negra,1332,BOA SORTE,Me cansei de tudo que você me fez,BRA,RAF
Kátia,1333,DIREITOS,Você me aceitou e entendeu...,BRA,RAF
Tim Maia,1334,ESTÁ DIFÍCIL DE ESQUECER,Não foi nada em vão não foi nada sem querer,BRA,RAF
Leonardo,1335,FLOR DO MEU SERTÃO,Saudade quando chega não tem jeito,BRA,RAF
Wando,1336,GAZELA,Houve um tempo que meu...,BRA,RAF
Banda Eva,1337,LUGAR DA ALEGRIA,Eu quero o que se dá do seu do meu,BRA,RAF
Luan Santana,1338,METEORO,Te dei o sol te dei o mar pra ganhar seu,BRA,RAF
Rick Vallen,1339,PRA SER AMOR,Pra ser amor tinha que ser mais forte do que,BRA,RAF
Celia,1340,RIO DE JANEIRO (ISSO É O MEU BRASIL),Oh... Nossas praias são tão claras,BRA,RAF
Bruno e Marrone,1341,TE AMO TANTO,Tanto... Te amo tanto que não...,BRA,RAF
Víctor e Léo,1342,TIMIDEZ,Timidez nunca me deixou dançar...,BRA,RAF
Kelly Key,1343,TÔ FORA,Podia ser muito melhor do que...,BRA,RAF
Joanna,1344,TÔ MORRENDO DE SAUDADE,Hoje a gente nem se fala faz...,BRA,RAF
Só Pra Contrariar,1345,TUDO MENOS AMOR,Tudo que quiseres te darei...,BRA,RAF
Enzo e Rodrigo,1346,TRAZ DE VOLTA A MINHA VIDA,Outra vez você se foi e nem sei se vai,BRA,RAF
Marcos e Belutti,1347,TUDO NO OLHAR,Olhe nos meus olhos veja o que estou,BRA,RAF
Ângela Rô Rô,1348,VICIEI EM VOCÊ,Eu não quero mais querer você,BRA,RAF
Frenéticas,1349,VOCÊ ESCOLHEU ERRADO SEU SUPER-HERÓI,Se você pensa que é Átila,BRA,RAF
Luan Santana,1350,VOCÊ NÃO SABE O QUE É AMOR,Não use mais o plural não fale de nós dois,BRA,RAF
Tunai,1351,ADEUS À DOR,Pelo que se passou pelo que se sofreu,BRA,RAF
Daniel,1352,AMIGA,Você não aceita que eu te...,BRA,RAF
Calcinha Preta,1353,BEBO E CHORO,Eu choro feito um menino chorão,BRA,RAF
Aviões do Forró,1354,BLÁ BLÁ BLÁ,Que por mim você morre de amor,BRA,RAF
Max Vianna,1355,CANÇÕES DE REI,Se eu fosse algum rei fosse o teu,BRA,RAF
Eduardo Costa,1356,CANSEI DE SER PALHAÇO,Brigou xingou me deixou jogando amor,BRA,RAF
Eduardo Costa,1357,CENA DE UM FILME,Eu amei um alguém que me amou ,BRA,RAF
Wilson Sideral,1358,CINCO DIAS,Lá longe vai um automóvel te levando,BRA,RAF
Fernando e Sorocaba,1359,DELEGADA,Delegada será que eu sou motivo de,BRA,RAF
Ronnie Von,1360,DIA DE FOLGA,Eu almoço sozinho e você ainda na,BRA,RAF
Víctor e Léo,1361,ESTRELA CADENTE,Pararara... A porta vai se abrir eu quero entrar,BRA,RAF
Latino,1362,EU AMO VOCÊ,Faz tempo que eu preciso...,BRA,RAF
Megh Stock,1363,INVEJA,O seu sorriso sempre foi tão cativante,BRA,RAF
Caetano Veloso,1364,"MINHA VOZ, MINHA VIDA",Minha voz minha vida meu segredo e minha,BRA,RAF
Joanna,1365,NADA SÉRIO,Nada sério era sempre assim...,BRA,RAF
Maria Cecília e Rodolfo,1366,QUEM AMA CUIDA,Não ligue se eu lhe perguntar nem vá se,BRA,RAF
Grupo Redenção,1367,SAMBA PRA YOYO E YAYÁ,"Vem cantar vem sambar...
",BRA,RAF
João Bosco e Vinícius,1368,SEM ESSE CORAÇÃO,Eu queria amar um pouco...,BRA,RAF
Paula Fernandes,1369,SEM VOCÊ,Nas incertezas de um caminho que é tão,BRA,RAF
Ronnie Von,1370,TEMPO DE ACORDAR,Eu acordei e notei que algo tinha,BRA,RAF
Fernando e Sorocaba,1371,A CASA CAIU,Eu tenho mais o que fazer será que você me,BRA,RAF
Dorival Caymmi - Nana Caymmi,1372,ACALANTO,É tão tarde a manhã já vem ...,BRA,RAF
Jorge e Mateus,1373,AMOR COVARDE,Quando a gente fica junto tem...,BRA,RAF
Víctor e Léo,1374,AO VIVO E EM CORES,Sem palavras assisto você nessa aventura,BRA,RAF
Beth Carvalho,1375,CABÔ MEU PAI,O pai me disse que a tradição é,BRA,RAF
Antônio Marcos,1376,CARA A CARA,Cara a cara... É pra valer vamos falar,BRA,RAF
Jorge Benjor,1377,CAROLINA CAROL BELA,Foi numa tarde de domingo...,BRA,RAF
Vavá,1378,DONA CAROLA,Levantei-me da cama sem poder,BRA,RAF
Guilherme e Santiago,1379,E DAÍ,E daí se eu quiser farrear...,BRA,RAF
NX Zero,1380,ESPERO A MINHA VEZ,Se o medo e a cobrança tiram minha e,BRA,RAF
Chicabana,1381,EU QUERO SÓ VOCÊ,Ô ô ô... O que todos querem é só separar,BRA,RAF
Itamar Assumpção,1382,FICO LOUCO,Fico louco faço cara de mau...,BRA,RAF
Bruna Caram,1383,FIM DE TARDE,Eu só desperto quando acende o farol,BRA,RAF
Cássia Eller,1384,GATAS EXTRAORDINÁRIAS,O amor me pegou e eu não descanso,BRA,RAF
Biafra (Byafra),1385,LEÃO FERIDO,Feche os olhos não te quero mais,BRA,RAF
Secos e Molhados,1386,MUITAS PESSOAS,Muitas pessoas sonharam com tudo e,BRA,RAF
Belchior,1387,NA HORA DO ALMOÇO,No centro da sala diante da mesa,BRA,RAF
Alisson e Ryan,1388,NÃO SOU SEU BRINQUEDO,Pára dá um tempo vê se larga do meu,BRA,RAF
Rodrigo Santos,1389,NÃO VÁ,Tenho saudades da nossa conversa,BRA,RAF
Molejo,1390,NÉ BRINQUEDO NÃO,Né brinquedo não né brinquedo não,BRA,RAF
Cidade Negra,1391,NEGRO REI,Ayê ayê Mãe África seus filhos vieram,BRA,RAF
João Neto e Frederico,1392,O CARA ERRADO,Quando você foi embora eu...,BRA,RAF
Zezé Di Camargo e Luciano,1393,O POVO FALA E NÓIS NAMORA,Deixa o povo fala e nóis namora,BRA,RAF
Bruna Caram,1394,PALAVRAS DO CORAÇÃO,São sorrisos largos lagos repletos de azul,BRA,RAF
Nila Branco,1395,PRA TE AMAR,Você vem com essa de ir embora,BRA,RAF
Latino - Bruno e Marrone,1396,PRECISO PARAR DE CHORAR,Ah o que eu fui fazer que...,BRA,RAF
Antônio Marcos,1397,QUEM DÁ MAIS,Eu quero me ver em mil novecentos,BRA,RAF
Parangolé,1398,REBOLATION,Rebolation é bom bom rebolation é bom,BRA,RAF
Belo,1399,REINVENTAR,Diz que já é tarde que não tem mais jei,BRA,RAF
Chitãozinho e Xororó,1400,SACO DE OURO,Um saco de estopa com embira amarra,BRA,RAF
Eduardo Costa,1401,A CARTA,Estou escrevendo esta carta meio aos,BRA,RAF
Mariana Aydar,1402,A DEUSA DOS ORIXÁS,Yansã cadê Ogum foi pro mar,BRA,RAF
Luan Santana,1403,A LOUCA,Não vem bancar a louca não adianta,BRA,RAF
Ney Matogrosso,1404,ARDENTE,Sou ardente não vou negar gosto de me secar,BRA,RAF
Claudia Leitte,1405,AS MÁSCARAS,As máscaras vão cair e tudo que você,BRA,RAF
Jeito Moleque,1406,BEM VINDA,Nunca imaginei chegar tão...,BRA,RAF
Leila Pinheiro,1407,CATAVENTO E GIRASSOL,Meu catavento tem dentro...,BRA,RAF
Maria Cecília e Rodolfo,1408,"CEGO, SURDO E MUDO",Se eu pudesse te apagar do pensamento,BRA,RAF
Chitãozinho e Xororó,1409,COWBOY DO ASFALTO,São três horas da manhã o sol ainda,BRA,RAF
Sampa Crew-Dani Voguel,1410,DISTÂNCIA,Você não tá entendendo que eu não tô,BRA,RAF
Aviões do Forró,1411,EU NÃO VOU MAIS CHORAR,Eu não vou mais chorar eu não vou mais,BRA,RAF
Arlindo Cruz,1412,HOJE TEM SAMBA,A minha vida anda triste tô brigado,BRA,RAF
Verônica Sabino,1413,LUA BRANCA,Ó lua branca de encantos e fulgores,BRA,RAF
Vanusa,1414,O MAGO DE PORNÓIS,Todo dia bem cedinho eu levanto de,BRA,RAF
Guilherme Arantes,1415,PRONTOS PARA AMAR,Tudo o que eu queria um dia...,BRA,RAF
Frejat,1416,QUANDO O AMOR ERA MEDO,No fim do túnel tudo escuro ela me procurando,BRA,RAF
Kleiton e Kledir,1417,RODA DA FORTUNA,Em pleno século vinte eu...,BRA,RAF
Fernanda Porto,1418,SAMBASSIM,Comecei um sambassim sem pandeiro ou,BRA,RAF
Fundo de Quintal,1419,SE VOCÊ JURAR,Se você jurar que me tem amor,BRA,RAF
Ângela Rô Rô,1420,TOLA FOI VOCÊ,Tola foi você ao me abandonar desprezando,BRA,RAF
Cazuza,1421,EU QUERIA TER UMA BOMBA,Solidão a dois de dia faz calor depois faz frio,BRA,RAF
Christian e Cristiano,1422,FÃ,Guarde o seu sorriso só pra mim,BRA,RAF
Zeca Baleiro,1423,FLOR DA PELE,Ando tão à flor da pele que qualquer,BRA,RAF
Exaltasamba ,1424,FUI,Quando o coração da gente diz que não,BRA,RAF
Almir Sater,1425,HORA DO CLARÃO,Ana Raio e Zé Trovão diz a ,BRA,RAF
Paulinho Moska,1426,ÍMÃ,Acabo de pousar na sua janela,BRA,RAF
Moacyr Franco,1427,INCÊNDIO NO CANAVIAL,Só quem vive a nossa vida vai saber como é,BRA,RAF
Belo,1428,INVENCÍVEL,Viajei por tanto tempo pra te ver,BRA,RAF
Ney Matogrosso,1429,INVENTO,Vento quem vem das esquinas,BRA,RAF
Lulu Santos,1430,JANELA INDISCRETA,Eu sei a hora que você acorda,BRA,RAF
Ney Matogrosso,1431,LIG-LIG-LIG-LÉ,Chinês como somente uma vez por mês,BRA,RAF
Eduardo Costa,1432,NÃO VALEU PRA VOCÊ,Não valeu pra você foi uma ...,BRA,RAF
Lobão,1433,NOITE E DIA,Nos lençóis da cama bela manhã,BRA,RAF
Afrodite se Quiser,1434,O QUE QUE ELA TEM QUE EU NÃO TENHO,Não adianta por mais que eu tente,BRA,RAF
Paula Fernandes,1435,PÁSSARO DE FOGO,Vai se entregar pra mim como a primeira vez,BRA,RAF
Bruno e Marrone,1436,PODE IR EMBORA,Procurei em outros braços sentir seu calor,BRA,RAF
Nando Reis - Ana Cañas,1437,PRA VOCE GUARDEI O AMOR,Pra voce guardei o amor que nunca sou,BRA,RAF
Luan Santana,1438,SINAIS,Vi seu sorriso em meu sonho,BRA,RAF
Jota Quest,1439,ÚNICO OLHAR,Então me coloco à sua frente...,BRA,RAF
Asa de Águia,1440,VALE NIGHT,Vale night todo mundo tem,BRA,RAF
Os Originais do Samba,1441,A DONA DO PRIMEIRO ANDAR,Estou apaixonado apaixonado estou,BRA,RAF
Fagner,1442,À SOMBRA DE UM VULCÃO,Nunca houve uma mulher como você,BRA,RAF
Harmonia do Samba,1443,AGORA MEXE (ÊTA QUEBRADEIRA),Não fique parado nem um só...,BRA,RAF
Biafra (Byafra),1444,AGUARDENTE,Quando você me encontrar sem medo,BRA,RAF
Fernando e Sorocaba,1445,AQUI A TRISTEZA PULA DE ALEGRIA,Eu quero festa eu quero farra,BRA,RAF
João Neto e Frederico,1446,BEBO E DOU TRABALHO,Eu já bebi pra carai no boteco...,BRA,RAF
Bruno e Marrone,1447,CHAMEGO BOM,Ai que chamego bom que você me faz,BRA,RAF
Joyce,1448,CLAREANA,Um coração de mel de melão...,BRA,RAF
Bonde do Forró,1449,DEPOIS DAQUELE BEIJO,Depois daquele beijo que você roubou,BRA,RAF
Daniel,1450,DO FUNDO DO MEU CORAÇÃO,Eu cada vez que vi você...,BRA,RAF
Tchê Garotos,1451,EU VOU CAIR NA ZOEIRA,Fim de semana preparo o meu coração,BRA,RAF
Pedro Paulo e Matheus,1452,EU VOU TE BUSCAR,Eu vou te buscar... Meu amor pra te namorar,BRA,RAF
Rick e Renner,1453,FAZ AMOR QUE PASSA,Estressado não tem graça,BRA,RAF
João Neto e Frederico,1454,GALERA DO BOTECO,Alô Galera do boteco quero...,BRA,RAF
Agepê,1455,LÁ VEM O TREM,Lá vem o trem no passo que o vento vem,BRA,RAF
Bruno e Marrone,1456,LÁGRIMAS E VINHO,Foi com flores e com vinho,BRA,RAF
Ivete Sangalo,1457,LOBO MAU,Quem é você... Eu... Você...,BRA,RAF
Rick e Renner,1458,MÃE,Mãe hoje eu descobri que eu cresci,BRA,RAF
Luiz Melodia,1459,MAGRELINHA,O pôr-do-sol vai renovar brilhar de novo,BRA,RAF
Moinho,1460,MAIOR É DEUS,Ê maior é Deus pequeno sou eu,BRA,RAF
Renato Teixeira,1461,"MORENINHA, SE EU TE PEDISSE",Moreninha se eu te pedisse de modo que,BRA,RAF
Swing e Simpatia,1462,NÃO DÁ O BRAÇO A TORCER,Eu sempre deixo a porta encostada,BRA,RAF
Jeito Moleque,1463,NÃO TEM PRA NINGUÉM,"Ela quer, eu dou carinho à...",BRA,RAF
Tomate,1464,PARARÁ,"Ei, vou te mostrar o meu poder",BRA,RAF
Zeca Baleiro,1465,QUASE NADA,De você sei quase nada pra onde vai,BRA,RAF
Sampa Crew,1466,QUER ME DOMINAR,Ié ié ié... Quem é que brinca de amor,BRA,RAF
Max Vianna,1467,"SAI DAQUI, TRISTEZA",Eu ontem falei pra você que não queria mais,BRA,RAF
Bruno e Marrone,1468,SEJA BEM-VINDA,Encontrei no carro uma antiga agenda,BRA,RAF
Ivan Lins,1469,SERTANEJA,Êta saudade brava rondando...,BRA,RAF
Elba Ramalho,1470,SETE CANTIGAS PARA VOAR,Cantiga de campo de concentração,BRA,RAF
Leandro Sapucahy,1471,SÓ FALTOU VOCÊ LADO A LADO B,Essa é a história do Zé Ruela...,BRA,RAF
Alexandre Pires,1472,SÓ POR UM MOMENTO,"Olha aqui, não fique esperando",BRA,RAF
Moacyr Franco,1473,SOU MAIS UM,Eu nasci em qualquer dia com o vento vim,BRA,RAF
Milionário e José Rico,1474,SUBLIME MIRAGEM,Essa noite a paixão me obrigou,BRA,RAF
Marina Lima,1475,SUGAR,Quando a tarde cai eu penso em você,BRA,RAF
Ney Matogrosso,1476,TIVE SIM,Tive sim outro grande amor antes do teu,BRA,RAF
Exaltasamba ,1477,VALEU,Valeu aproveita... Ficou mais difícil,BRA,RAF
Casuarina,1478,VASO RUIM,Mostro minha face suja não lhe dou a tapa,BRA,RAF
Fernando e Sorocaba,1479,VENDAVAL,"Vendaval, ela devasta a minha ",BRA,RAF
Inimigos da HP,1480,ZOODSTOCK,O jacaré que escuta Bob Marley...,BRA,RAF
Ana Carolina,1481,10 MINUTOS,Por que você não atende as ...,BRA,RAF
Fábio Jr.,1482,ABANDONO,Se voltar não faça espanto ...,BRA,RAF
Zero-Paulo Ricardo,1483,AGORA EU SEI,Há muito tempo eu ouvi dizer,BRA,RAF
Joanna,1484,AMOR BANDIDO,Fale quem quiser falar desse...,BRA,RAF
Hyldon,1485,AS DORES DO MUNDO,O teu olhar caiu no meu a tua...,BRA,RAF
Nalva Aguiar,1486,BEIJINHO DOCE,Que beijinho doce que ele...,BRA,RAF
Léo Magalhães,1487,CAMAS SEPARADAS,Se não fosse por amor aos nossos filho,BRA,RAF
Fábio Jr.,1488,CASA COMIGO,Eu sem você sou pedaço metade,BRA,RAF
Sandy,1489,PÉS CANSADOS,Fiz mais do que posso vi mais do que,BRA,RAF
Adryana Ribeiro,1490,SAUDADE VEM,O que é que você foi fazer ...,BRA,RAF
Benito Di Paula,1491,"AH, COMO EU AMEI",O amor que eu tenho guardado no peito,BRA,RAF
Lenine,1492,AQUILO QUE DÁ NO CORAÇÃO,Aquilo que dá no coração e...,BRA,RAF
Angélica,1493,BLUE JEANS,Vocês não vão acreditar na história que eu,BRA,RAF
Roupa Nova,1494,COM VOCÊ FAZ SENTIDO,Mais um sinal pessoas passam por mim,BRA,RAF
Fernando e Sorocaba,1495,MADRI,Que saudade amor estou sabendo que aí,BRA,RAF
Guilherme Arantes,1496,PEDACINHOS,Pra que ficar juntando os...,BRA,RAF
The Fevers,1497,SE VOCÊ DISSER QUE SIM,Se você disser que sim e aceitar o,BRA,RAF
Zezé Di Camargo e Luciano,1498,TAPA NA CARA,Seus olhos são laços que prendem meus,BRA,RAF
Edson,1499,UMA CANÇÃO PRA VOCÊ,Como uma flecha em meu coração,BRA,RAF
Tim Maia-Fábio-Hyldon,1500,VELHO CAMARADA,Como vai meu velho camarada,BRA,RAF
Eduardo Costa,1501,ACABOU O AMOR,Olha estou tentando entender,BRA,RAF
Capital Inicial,1502,ALTOS E BAIXOS,Esse aqui é meu lugar desci até o inferno,BRA,RAF
Eduardo Costa,1503,AMORES IMORTAIS,Amores imortais não é só na letra da,BRA,RAF
Pedro Luís e A Parede,1504,ANIMAL,Animal bem que quando o seu sangue pensa,BRA,RAF
Álvaro e Daniel,1505,AQUI É O SEU LUGAR,É pra você que eu mando flores todas as,BRA,RAF
Rita de Cássia,1506,CAMA VAZIA,Não faço rodeios não meço palavras,BRA,RAF
Edson,1507,COMO EU QUERIA TE AMAR,Mais uma vez vim procurar ...,BRA,RAF
Almir Rogério,1508,MOTOQUEIRO,Tudo certo para o nosso casamento,BRA,RAF
Mara Maravilha,1509,NÃO FAZ MAL,Há quanto tempo eu não vejo tua cara,BRA,RAF
Restart,1510,RECOMEÇAR,E eu sei que assim talvez seja melhor,BRA,RAF
Zé Ramalho,1511,A ÚLTIMA NÁU,Levando a bordo El Rei Dom Sebastião,BRA,RAF
Jorge e Mateus,1512,AMO NOITE E DIA,Tem um pedaço do meu peito...,BRA,RAF
Fábio - Tim Maia,1513,ATÉ PARECE QUE FOI SONHO,Menina você não sabe do jeito que,BRA,RAF
Mylena,1514,CÉREBRO ELETRÔNICO,O cérebro eletrônico faz tudo faz quase tudo,BRA,RAF
Toquinho-Vinicius de Moraes,1515,ESCRAVO DA ALEGRIA,E eu que andava nessa escuridão,BRA,RAF
Os Vips,1516,FAÇA ALGUMA COISA PELO NOSSO AMOR,Faça alguma coisa pelo nosso amor,BRA,RAF
Banda Djavú,1517,NAVE DO AMOR,Sou dependente de você é o delírio da paixão,BRA,RAF
Thais Gullin,1518,"PAIXÃO, PASSIONE",Paixão estopim aceso ai meu Deus,BRA,RAF
Kiko Zambianchi ,1519,ROLAM AS PEDRAS,Vejo sonhos livres pais...,BRA,RAF
Charlie Brown Jr.,1520,SÓ OS LOUCOS SABEM,Agora eu sei exatamente o que fazer,BRA,RAF
Os Originais do Samba,1521,ALEGRIAS DE DOMINGO,Sá sabadaba... Hoje é domingo dia de alegria,BRA,RAF
Cássia Eller,1522,ALL STAR,Estranho seria se eu não me apaixonasse,BRA,RAF
Michel Teló,1523,"AMANHÃ, SEI LÁ",Tô com vontade de te encher de beijos,BRA,RAF
Guilherme e Santiago,1524,AMIZADE SINCERA,A amizade sincera é um santo...,BRA,RAF
Greice Ive,1525,ATÉ VOCÊ PASSAR,O que a gente vai fazer dessa...,BRA,RAF
Dhi Ribeiro,1526,AULA DE MATEMÁTICA,Pra que dividir sem raciocinar na vida é sempre,BRA,RAF
Michel Teló,1527,BALADA SERTANEJA,Balada sertaneja vamos cair nessa,BRA,RAF
Fabrício e Fabian,1528,"BATEU, FICOU",Bateu ficou Tá no coração tá bombeando,BRA,RAF
Sérgio Sampaio,1529,EU QUERO BOTAR MEU BLOCO NA RUA,Há quem diga que eu dormi de touca,BRA,RAF
Joanna,1530,FOI ASSIM,Foi assim eu tinha alguém...,BRA,RAF
Pedro Paulo e Matheus,1531,"MINTA, FINJA",Minta que esse abraço não te aqueceu,BRA,RAF
Alexandre Pires,1532,MULHER DAS ESTRELAS,Ela canta demais ela sabe o que diz,BRA,RAF
Guilherme e Santiago,1533,NA HORA CERTA,Na hora certa ainda vou te...,BRA,RAF
Pedro Nassif,1534,NÃO CUSTA TENTAR,Te conhecer foi a melhor...,BRA,RAF
Agepê,1535,NINGUÉM FAZ AMOR COMO VOCÊ,Se eu perdi a hora não se zangue comigo,BRA,RAF
Marcos e Belutti,1536,PERDOA AMOR,De todas as loucuras que eu fiz na minha,BRA,RAF
Biafra (Byafra),1537,PERDÕES,Perdoar não vai adiantar fugiu das mãos,BRA,RAF
Biafra (Byafra),1538,SEU NOME,Quando escuto a sua voz estremeço me dá um,BRA,RAF
Marcos e Belutti,1539,TENTAÇÃO CRUEL,Parei pra pensar pra viver chorando implorando,BRA,RAF
Capital Inicial,1540,VIVENDO E APRENDENDO,Outra história com um outro rosto,BRA,RAF
Chico Buarque-MPB4,1541,AMIGO É PRA ESSAS COISAS,Salve... como é que vai amigo há quanto,BRA,RAF
Ricardo e Eduardo,1542,"BEIJO, ME LIGA",Beijo me liga e a gente fica mas sem,BRA,RAF
Balão Mágico (A nova turma do),1543,BRUXINHA,Ô bruxinha bonitinha da vassoura de,BRA,RAF
Toquinho-Vinicius de Moraes,1544,CANTO DE OSSANHA,"O homem que diz ""dou"" não dá",BRA,RAF
Maria Gadú,1545,CEDO NÃO,A menina chegou me olhou bem assim,BRA,RAF
Fernando e Sorocaba,1546,DA COR DO PECADO,Corpo moreno sarado gostoso,BRA,RAF
Nenhum de Nós,1547,DANÇA DO TEMPO,Olhe sempre pros dois lados antes de julgar,BRA,RAF
Cyz,1548,DOCE MEL,Você tem um brilho no olhar que me deixa,BRA,RAF
João Paulo e Eduardo,1549,DOIDA,Doida pirada completamente...,BRA,RAF
João Neto e Frederico,1550,É PRA VALER,Se telefono por que não me...,BRA,RAF
Moinho,1551,ELA BRIGA COMIGO,Ela briga comigo porque eu tomei um,BRA,RAF
Ana Cañas,1552,ESCONDERIJO,Procuro a solidão como o ar procura,BRA,RAF
Os Originais do Samba,1553,FALADOR PASSA MAL,Falador passa mal rapaz falador passa,BRA,RAF
João Neto e Frederico,1554,FILME DE AMOR,Sou louco por você me dê a...,BRA,RAF
Roberta Sá-Lenine,1555,FOGO E GASOLINA,Você é um avião eu sou um edifício,BRA,RAF
César Menotti e Fabiano,1556,LABIRINTO,Sonhos planos Tudo aquilo que vivemos,BRA,RAF
Maria Gadú,1557,LARANJA,Ô menina parece índia Ianomami seu cabelo,BRA,RAF
Alexandre Pires,1558,LEVE TUDO COM VOCÊ,Como pude mentir o meu bem eu traí,BRA,RAF
João Márcio e Fabiano,1559,PISTOLEIRA,Entre o céu e o inferno dei...,BRA,RAF
Jammil e Uma Noites,1560,TÁ ESPERANDO O QUE?,Já que a chuva foi embora e...,BRA,RAF
Wilson Simonal,1561,A VIDA É SÓ PRA CANTAR,Eu canto essa canção em busca de um,BRA,RAF
Brazilian Genghis Khan,1562,"COMER, COMER",Quero acordar bem cedinho fazer um lanchinho,BRA,RAF
Jorge Vercilo,1563,DEVE SER,Deve ser uma ilha descoberta...,BRA,RAF
Paulo Diniz,1564,E AGORA JOSÉ,E agora José a festa acabou a luz apagou,BRA,RAF
Vinny,1565,EU NÃO ACREDITO EM VOCÊ,Eu abro todas as janelas da casa,BRA,RAF
Michel Teló,1566,EXPLODIU,Pra que lutar contra o sentimento,BRA,RAF
Roupa Nova,1567,ME FAÇA UM FAVOR,Quero que você me faça um favor,BRA,RAF
Fernando e Sorocaba,1568,QUE RAIVA QUE DÁ,Ela me tocou de casa diz que não é pra,BRA,RAF
Leonardo,1569,QUEM É,Quem é o dono dos seus olhos quem é quem,BRA,RAF
Gilliard,1570,QUEM ME DERA,Quem me dera falar pra você...,BRA,RAF
Wanderléa,1571,SE TUDO PODE ACONTECER,Se tudo pode acontecer se pode acontecer,BRA,RAF
Luan Santana,1572,SEMPRE COM VOCÊ,E eu que achava que a vida fosse só uma,BRA,RAF
Paula Fernandes,1573,SÓ PENSO EM NÓS,Cansei de mentir pra mim e decidi o que fazer,BRA,RAF
Léo e Gabriel,1574,SOB A LUA E OS OLHARES,Foi com você que aprendi o que é vive,BRA,RAF
